,stems,Label
153,"['top', '10', 'spanish', 'startup', 'red', 'point', 'power', 'solut', 'pirateri', 'counterfeit', 'ubiquit', 'digit', 'scammer']",0
154,"['detach', 'aragonè', 'felip', 'vi', 'circl', 'economi', 'part', 'plan', 'eros', 'institut', 'began', 'artur', '2012']",0
155,"['artist', 'surpris', 'david', 'broncano', 'gift', 'came', 'accompani', 'messag', '50', 'cent']",0
156,"['new', 'song', 'becom', 'trend', 'topic', 'social', 'network']",1
157,"['dj', 'abandon', 'instagram', 'tens', 'confront', 'anabel', 'pantoja', 'friday', 'delux']",1
158,"['art', 'guest', 'art', 'room', 'galdian', 'lacaro', 'museum', 'expos', 'month', 'interior', 'black', 'fern', 'one', 'last', 'oil', 'paint', '1948', 'matiss', 'devot', 'almost', 'exclus', 'papier', 'decoupe']",0
159,"['sara', 'seager', 'two', 'mission', 'find', 'world', 'like', 'earth', 'clarifi', 'life', 'venu', 'last', 'book', 'indiana', 'jone', 'astronomi', 'reveal', 'research', 'mit', 'cancer', 'death', 'first', 'husband', 'father']",0
160,"['jose', 'manuel', 'zapata', 'pomegran', '1973', 'tenor', 'june', '26', 'festiv', 'merida', 'offer', 'concert', 'bach', 'radiohead', 'sworn', 'program', 'prodigi', 'tve', 'recent', 'publish', 'book', 'musica', 'para', 'la', 'vida', 'planet', 'constant', 'transform']",1
161,"['attend', 'class', 'enjoy', 'danc', 'stay', 'activ', 'busi', 'bodi', 'mind']",1
162,"['film', 'agusti', 'villaronga', 'get', 'spanish', 'gold', 'biznaga', 'festiv', 'malaga', 'haunt', 'even', 'bravio', 'flash', 'grant', 'prize', 'juri']",0
163,"['e3', '2021', 'arriv', 'year', 'stop', 'wide', 'batteri', 'great', 'releas', 'playstat', '5', 'comput', 'xbox', 'tell', 'video', 'game', 'soon', 'abl', 'enjoy']",0
164,"['extens', 'experi', 'region', 'nation', 'polit', 'maria', 'eugenia', 'carballedo', 'assum', 'import', 'institut', 'posit', 'career', 'new', 'presid', 'assembl', 'love', 'sport', 'radio', 'travel']",0
165,"['50', 'cultur', 'propos', 'nation', 'intern', 'meet', '16', 'differ', 'scenario']",1
166,"['second', 'massiv', 'festiv', 'spain', 'agglomer', 'usual', 'plan', 'juli', '27', 'august', '1', 'compani', 'announc', 'social', 'network', 'move', 'summer', '2022']",1
167,"['swedish', 'ram', 'land', 'first', 'eurocup', 'consolid', 'key', 'piec', 'real', 'societi', '17', 'goal', 'cours', 'thorn', 'abl', 'share', 'front', 'idol', 'zlatan']",0
168,"['dj', 'made', 'drastic', 'decis', 'day', 'meet', 'cousin', 'telecinc', 'program']",1
169,"['argentin', 'neuroscientist', 'author', 'essay', 'supersal', 'secret', 'life', 'brain', 'debut', 'musician', 'disc', 'includ', 'collabor', 'jorg', 'drexler']",1
170,"['thousand', 'citizen', 'concentr', 'colon', 'squar', 'show', 'reject', 'grant', 'pardon', 'condemn', 'proce', 'cri', 'enough']",0
171,"['home', 'fashion', 'sport', 'technolog', 'beauti', 'select', 'best', 'discount', 'find', 'amazon']",1
172,"['ximo', 'puig', 'affirm', 'institut', 'tribut', 'filmmak', 'countri', 'need', 'berlanguian', 'look', 'desist']",0
173,"['accord', 'latest', 'health', 'data', 'spain', 'account', '4', '142', 'new', 'infect', 'coronaviru', 'bring', 'number', 'case', '3', '733', '600']",0
174,"['giant', 'e', 'commerc', 'alreadi', 'great', 'discount', 'deserv', 'take', 'look', 'although', 'still', 'day', 'left', 'amazon', 'prime', 'day', '2021', 'home', 'fashion', 'beauti', 'sport', 'technolog', 'lack', 'anyth']",0
175,"['andalusian', 'citi', 'bull', 'time', 'year', 'even', 'summer', 'time', 'enjoy', 'maximum', 'port', 'museum', 'street', 'monument', 'walk', 'complet']",0
176,"['one', '2021', 'summer', 'reunion', 'restraint', 'measur', 'caus', 'pandem', 'relax', 'margin', 'night', 'leisur', 'come', 'back', 'essenti', 'appoint', 'madrid', 'summer', 'good', 'exampl', 'cycl', 'night', 'botan', 'reach', 'fifth']",1
177,"['maria', 'lack', 'privaci', 'minim', 'surviv', 'resourc', 'write', 'biografa', 'lyndsi', 'spenc']",0
178,"['brown', 'brother', 'fourth', 'gener', 'charg', 'mallorcan', 'pastri', 'shop', 'famili', 'compani', '2021', 'celebr', '90th', 'anniversari', 'like', 'resurfac', 'ash', 'pandem']",0
179,"['british', 'singer', 'songwrit', 'announc', 'first', 'solo', 'singl', 'see', 'light', 'june', '25th']",1
180,"['humor', 'perform', 'surpris', 'prize', 'best', 'known', 'face', 'chain', 'special', 'program', 'broadcast', 'main', 'theatr', 'valenc', 'averag', '117', '000', 'spectat']",0
181,"['30', 'artist', 'pass', 'exhibit', 'ground', 'next', 'month', '15', 'concert']",1
182,"['lenni', 'rodriguez', 'dominican', 'republ', '1994', 'balanc', 'life', 'singl', 'mother', 'commit', 'artist', 'work', 'waitress', 'one', 'day', 'launch', 'look', 'opportun', 'music', 'two', 'year', 'achiev', 'half', 'million', 'peopl']",1
183,"['spanish', 'finnish', 'singer', 'talk', 'loc', 'journey', 'song', 'talk', 'experi', 'mother', 'fact', 'know', 'well', 'bring', 'son', 'crazi', 'world']",1
184,"['world', 'flamenco', 'noth', 'els', 'talk', 'arrest', 'diego', 'norway', 'lobster', 'hotel', 'madrid', 'alleg', 'violenc', 'gender', 'complaint', 'present', 'partner', 'cantaora', 'kina', 'mendez', 'accus', 'alleg', 'physic', 'psycholog', 'ill', 'treatment', 'continu', 'two', 'year']",1
185,"['paint', 'nail', 'smiley', 'feel', 'like', 'catalan', 'replac', 'stop', 'height', 'career', 'optim', 'character', 'year', 'later', 'recov', 'tour', 'collabor', 'artist', 'agre', 'whatsapp', 'person', 'trainer']",1
186,"['singer', 'grew', 'one', 'conflict', 'neighborhood', '80', 'new', 'york', 'fate', 'chang', 'one', 'neighbor', 'move', 'know', 'piano']",1
187,"['christma', 'holiday', 'begin', 'decemb', '23rd', 'class', 'resum', 'januari', '10th']",0
188,"['former', 'director', 'museum', 'queen', 'sofia', 'ivam', 'first', 'conserv', 'chief', 'museum', 'thyssen', 'die', '85', 'year', 'age']",0
189,"['singer', 'receiv', 'recognit', 'honorari', 'ambassador', 'world', 'heritag', 'spain', 'interpret', 'acclaim', 'receiv', 'madrid', 'wednesday', 'cri', 'countrymen', 'said', 'placido']",1
190,"['hammock', 'water', 'snorkel', 'mask', 'anti', 'arena', 'towel', 'essenti', 'beach', 'day', 'swim', 'pool', 'buy', 'discount', 'amazon']",0
191,"['minist', 'equal', 'spokesperson', 'madrid', 'declar', 'exalt', 'tenor', 'goe', 'equal']",1
192,"['60', 'show', 'repres', 'next', 'season', 'also', 'slaughterhous', 'includ', 'exhibit', 'colita', 'tribut', 'gerardo', 'vera', 'carlo', 'hipolito']",1
193,"['flamenco', 'singer', 'spent', 'night', 'commissari', 'arrest', 'hotel', 'madrid', 'alleg', 'ill', 'treatment', 'sherri', 'border']",1
194,"['tenor', 'convert', 'bariton', 'perform', 'spain', 'year', 'half', 'later', 'gala', 'benefit', 'red', 'cross', 'celebr', 'wednesday', 'nation', 'auditorium', 'madrid']",1
195,"['protest', 'tempor', 'public', 'sector', 'beat', 'operat', 'theater', 'whose', 'singer', 'denounc', 'choir', 'end', 'disintegr']",1
196,"['known', 'play', 'tyrion', 'lannist', 'fantast', 'drama', 'hbo', 'dinklag', 'marri', 'theatr', 'director', 'erica', 'schmidt', 'sinc', '2005', 'marriag', 'two', 'children']",0
197,"['placido', 'sunday', '79', 'began', '2020', 'startl', 'similar', 'endur', 'sinc', 'mid', '2019', 'seri', 'report', 'agenc', 'partner', 'press', 'ap', 'gave', 'voic', 'anonym', 'case', 'women', 'accus', 'spanish', 'singer', 'alleg', 'harass', 'abus']",1
198,"['juli', '21', '25', 'jazzaldia', 'celebr', '46th', 'festiv', 'san', 'sebastian', 'vitoria', 'gasteiz', 'host', '44th', 'edit', 'jazz', 'festiv', 'juli', '14', '18']",1
199,"['120', 'million', 'nigerian', 'access', 'internet', 'almost', '20', '40', 'million', 'peopl', 'say', 'twitter', 'account', 'countri', 'social', 'network', 'mean', 'challeng', 'govern']",0
200,"['compani', 'seem', 'know', 'amazon', 'prime', 'day', '2021', 'begin', 'put', 'first', 'offer', 'almost', 'two', 'week']",0
201,"['school', 'year', 'come', 'end', 'father', 'wonder', 'get', 'children', 'entertain', 'next', 'summer', 'month', 'option', 'beyond', 'tradit', 'booklet', 'santillana']",0
202,"['50', 'musician', 'friend', 'pau', 'gift', 'particip', 'record', 'song', 'valent', 'stick', 'syrup', 'one', 'year', 'death']",1
203,"['200', 'artist', 'demand', 'platform', 'minim', 'remuner', 'work', 'ask', 'govern', 'creat', 'public', 'bodi', 'channel', 'revenu', 'reproduct', 'music']",1
204,"['cultur', 'june', '12', 'squar', 'carlo', 'jimeez', 'de', 'parga']",1
205,"['120', 'neighborhood', 'neighbor', 'tell', 'experi', 'anecdot', 'commun', 'project', 'promot', 'socio', 'cultur', 'develop']",0
206,"['platform', 'make', 'spain', 'empti', 'propos', 'dedic', '1', 'annual', 'gross', 'domest', 'product', 'fight', 'depopul', 'address', 'problem', 'state', 'pact']",0
207,"['flamenco', 'singer', 'intern', 'project', 'possess', '6', 'latin', 'grammi', 'appoint', 'castellon', 'present', 'tour', 'cigala', 'sing', 'mexico']",1
208,"['soni', 'renew', 'design', 'driver', 'soundproof', 'function', 'cover', 'popular', 'wireless', 'headphon', 'also', 'use', 'new', 'bluetooth', '5', '2', 'standard']",1
209,"['madrid', 'increasingli', 'asiat', 'gastronom', 'speak']",0
210,"['movi', 'focus', 'famou', 'violinist', 'begin', 'new', 'profession', 'stage', 'music', 'teacher']",1
211,"['miley', 'cyru', 'offer', 'june', '10th', '7', '30', 'pm', 'first', 'virtual', 'concert', 'master', 'sound', '8d']",1
212,"['spain', 'end', 'best', 'weekend', 'vaccin', '1', '25', 'million', 'dose', 'administ']",0
213,"['year', 'continu', 'tour', 'money', 'need', 'want', 'song', 'continu', 'gener', 'million']",1
214,"['compani', 'also', 'allow', 'dopad', 'user', 'creat', 'app', 'devic']",0
215,"['footbal', 'becom', 'influenti', 'person', 'world', 'social', 'network', '570', 'million', 'follow', 'ahead', 'justin', 'bieber', 'ariana', 'grand', 'georgina', 'rodriguez', 'also', 'climb', 'posit', 'ahead', 'ester', 'exhibit']",0
216,"['version', 'ac', 'dc', 'led', 'zeppelin', 'achiev', 'million', 'view', 'social', 'network']",1
217,"['footbal', 'singer', 'publish', 'messag', 'instagram', 'unleash', 'polem']",1
218,"['granadina', 'forg', 'career', 'televis', 'refer', 'femal', 'urban', 'music', 'exampl', 'anyth', 'nice', 'girl', 'perceiv', 'like']",1
219,"['madrid', 'arganzuela', 'district', 'fashion', 'abattoir', 'increasingli', 'gastronom', 'metal', 'district', 'railway', 'museum', 'motor', 'market']",0
220,"['andalusian', 'artist', 'known', 'play', 'lola', 'requena', 'fiction', 'look', 'new', 'project', 'screen', 'whoever', 'listen', 'read', 'look', 'forward', 'work']",0
221,"['ana', 'arrambarri', 'woman', 'artist', 'die', 'februari', 'open', 'door', 'work', 'templ', 'recal', 'legaci', 'noctambulo', 'work', 'four', 'clock', 'morn']",0
222,"['confess', 'less', 'less', 'anxiou', 'get', 'buhardillita', 'conden', 'life', 'man', 'say', 'exist', 'chanc', 'pure', 'incompet']",0
223,"['diffus', 'blood', 'donat', 'campaign', 'student', 'school', 'barcelona', 'allow', 'help', 'girl', 'leukemia', 'castellon']",0
224,"['owner', 'busi', 'sole', 'center', 'madrid', 'surviv', 'overtim', 'credit', 'reserv', 'await', 'arriv', 'visitor', 'account', 'depend', '60', '90']",0
225,"['call', 'millenni', 'access', 'inform', 'parent', 'dream', 'enjoy', 'leisur', 'cultur', 'freedom', 'gender', 'equal', 'mani', 'facil', 'reconcil']",1
226,"['old', 'bathroom', 'mosqu', 'show', 'compos', 'musician', 'footprint']",1
227,"['express', 'first', 'spanish', 'seri', 'stazplay', 'found', 'construct', 'stage', 'dystopia', 'kidnap']",1
228,"['centnariomania', 'dark', 'hair', 'javier', 'luson', 'studi', 'festiv', 'revis', 'histori', 'centuri', 'ago', 'mold', 'nation', 'myth']",0
229,"['starlust', 'gather', 'intim', 'wild', 'confess', 'dozen', 'fan', '80th', 'music', 'special', 'emphasi', 'erot', 'desir']",1
230,"['perform', 'talk', 'intens', 'life', 'deni', 'soa', 'rivera', 'accompani', 'promot', 'new', 'album', 'life', 'way', 'releas', '15', 'year', 'without', 'record']",1
231,"['made', 'histori', 'trangress', 'model', 'left', 'catwalk', 'get', 'stove', 'workshop', 'restaur', 'shore', 'duer', 'alreadi', 'michelin', 'star', 'shortli', 'premier']",0
232,"['tradit', 'centuri', 'old', 'avant', 'gard', 'ecolog', 'propos', 'vari', 'rout', 'seri', 'wineri', 'denomin', 'origin', 'differ']",0
233,"['mark', '100', 'year', 'sinc', 'birth', 'lui', 'garcia', 'berlanga', 'tribut', 'commemor', 'around', 'legaci', 'accumul', 'charact', 'one', 'famou', 'plan', 'sequenc', 'infinit', 'legaci', 'filmmak', 'best', 'portray', 'patria', 'pessim', 'dy', 'sainet']",0
234,"['citi', 'council', 'ordin', 'citizen', 'expos', 'sanction']",0
235,"['writer', 'break', 'silenc', 'year', 'half', 'ill', 'recoveri', 'paradox', 'calm', 'afraid', 'die', 'afraid', 'stay', 'ill']",0
236,"['artist', 'becom', 'anim', 'charact', 'work', 'sever', 'orient', 'refer']",0
237,"['translat', 'teacher', 'uji', 'juanma', 'garcia', 'left', 'present', 'storma', 'theme', 'record', 'oldest', 'son', 'turn', '15']",1
238,"['life', 'capit', 'encourag', 'new', 'schedul', 'expans', 'capac', 'alway', 'head', 'maximum', 'respons', 'want', 'take', 'advantag', 'leisur', 'time', 'coronaviru', 'stolen', 'rang', 'option', 'plan']",0
239,"['garden', 'palauet', 'de', 'teià', 'barcelona', 'histor', 'singular', 'masia', 'xvii', 'centuri', 'neo', 'medievalist', 'reconstruct', 'readi', 'celebr', '11th', '12th', 'june', 'origin', 'gastronom', 'festiv', 'boutiqu', 'event', 'seek', 'offer', 'inedit', 'gastronom', 'experi']",0
240,"['recent', 'premier', 'amazon', 'prima', 'documentari', 'show', 'intim', 'side', 'colombian', 'regueton', 'star', 'main', 'concern', 'begin']",1
241,"['13', 'year', 'old', 'drug', 'addict', '16', 'went', 'prison', 'jump', 'fame', 'imag', 'underp', 'ck', 'succeed', 'hollywood', 'plu', 'devot', 'father', 'four', 'children', 'rhea', 'durham']",0
242,"['ricki', 'martin', 'publish', 'homosexu', '2010', 'credit', 'host', 'bride', 'confirm', 'other', 'one', 'music', 'star', 'would', 'expect', 'embrac', 'fulli', 'latin', 'lover', 'stereotyp', 'jump', 'market']",1
243,"['leader', 'organ', 'meet', 'health', 'tourism', 'explain', 'current', 'sanitari', 'measur', 'acclaim', 'agenda', 'festiv', 'celebr', 'concert', 'social', 'distanc', 'although', 'understand', 'necessari', 'incompat', 'essenc', 'atmospher']",1
244,"['susana', 'diaz', 'bland', 'letter', 'femin', 'resist', 'sword', 'present', 'one', 'guarante', 'reunif', 'andalusian', 'psoe']",0
245,"['tradit', 'chang', 'guard', 'squar', 'armori', 'return', 'stop', 'caus', 'pandem']",0
246,"['world', 'access', 'exclus', 'dish', 'final', 'season', 'spanish', 'success', 'wheel', 'worldwid', 'netflix']",0
247,"['sinc', 'last', 'friday', 'sever', 'shoot', 'counti', 'campbel', 'son', 'shot', 'insid', 'apart', 'ex', 'boyfriend', 'woman', 'date']",0
248,"['filmmak', 'literati', 'publish', 'extraordinari', 'year', 'real', 'surreal', 'hyperr', 'journey', 'world', 'twentieth', 'centuri', 'hand', 'prodigi', 'fabula', 'debtor', 'jonathan', 'swift', 'edgar', 'nevil', 'chast', 'univers']",0
249,"['pol', 'granch', 'madrid', '1998', 'musico', 'step', 'zero', 'hundr', 'win', 'factor', 'x', '2018', 'step', 'one', 'hundr', 'one', 'thousand', 'success', 'calm', 'first', 'album', 'recent', 'hit', 'like', 'shoot', 'hit', 'shot', '2', '5', 'million', 'monthli', 'listen', 'spotifi']",1
250,"['reborn', 'british', 'brand', 'offer', 'suv', 'batteri', '4', '31', 'meter', 'wide', 'well', 'equip', 'radiu', 'action', 'citi', 'surround', 'natur', 'territori']",0
251,"['singer', 'taken', 'turn', 'career', 'translat', 'chang', 'video', 'clip', 'tik', 'tak']",1
252,"['wide', 'rang', 'activ', 'event', 'held', 'outdoor', 'stage', 'door', 'angel']",1
253,"['congress', 'develop', 'bill', 'end', '10', 'year', 'polit', 'failur', 'howev', 'govern', 'consid', 'issu', 'compet', 'promot', 'sceptic']",0
254,"['santand', '1988', 'loc', 'editor', 'respons', 'inform', 'royal', 'hous', 'world', 'marina', 'pinea', 'written', 'pillar', 'margarita', 'sister', 'king', 'juan', 'carlo', 'sphere', 'book']",0
255,"['former', 'triumphit', 'broke', 'relationship', 'miguel', 'angel', 'muñoz', 'last', 'year', 'focus', 'new', 'music', 'project']",1
256,"['rociito', 'visit', 'municip', 'chipiona', 'day', '15th', 'anniversari', 'mother', 'death', 'celebr', 'june', '1', '2006', 'whole', 'spain', 'knew', 'tragic', 'news', 'death', 'one', 'import', 'figur', 'music', 'countri', 'date']",1
257,"['first', 'stori', 'stori', 'madam', 'curi', 'frida', 'khalo', 'coconut', 'channel', 'becam', 'phenomen', 'publish', 'hous', 'world', 'five', 'half', 'million', 'book', 'sold', 'protagonist', 'hundr', 'spanish', 'mani', 'today']",1
258,"['rafael', 'alvarez', 'sorcer', 'carlo', 'latr', 'pablo', 'carbonel', 'victor', 'ullat', 'also', 'particip', 'classic', 'theatr', 'festiv', 'start', 'june', '25th']",1
259,"['pau', 'gimeno', 'leon', 'martinez', 'hector', 'convelalbo', 'christian', 'lopez', '17', '20', 'year', 'old', 'star', 'new', 'show']",1
260,"['singer', 'songwrit', 'enjoy', 'good', 'recept', 'puta', 'album', 'person', 'polit', 'behind', 'ill', 'treatment', 'harass', 'abus', 'alreadi', 'without', 'shame', 'guilt', 'today', 'ticket', 'next', 'concert', 'madrid', 'sale']",1
261,"['geniu', 'aretha', 'miniseri', 'fiction', 'aretha', 'franklin', 'arriv', 'disney', '4', 'june', 'product', 'star', 'erriv', 'cynthia', 'endors', 'nation', 'geographi']",1
262,"['photographi', 'start', 'photoespaña', '2021', 'contest', 'visual', 'art', 'photograph', 'becom', 'refer', 'intern', 'level']",0
263,"['director', 'ccae', 'consid', 'possibl', 'remov', 'mask', 'open', 'air', 'middl', 'end', 'june', 'almost', 'certainli', 'end', 'juli']",0
264,"['teen', 'icon', 'role', 'seri', 'skam', 'earli', 'artist', 'nostalg', 'cultur', 'mtv', 'argentin', 'premier', 'new', 'album', 'fever', 'dream']",1
265,"['salvador', 'sobrial', 'lisboa', '1989', 'one', 'intern', 'artist', 'portug', 'success', 'eurovis', '2017', 'publish', 'new', 'album', 'bpm', 'compos', 'one', 'song', 'english', 'portugues', 'spanish']",1
266,"['2021', 'good', 'year', 'former', 'triumphita', 'natalia', 'rodriguez', '38', 'three', 'month', 'ago', 'friend', 'alex', 'casademunt', 'die', '13', 'year', 'relationship', 'broke', 'footbal', 'alex', 'perez', 'nevertheless', 'interpret', 'drive', 'crazi', 'assur', 'decad', 'season', 'alreadi']",1
267,"['support', 'one', 'intens', 'profession', 'trajectori', 'world', 'spanish', 'economi', 'financ', 'guillermo', 'de', 'la', 'dehesa', 'watchtow', 'observ', 'concern', 'head', 'spain', 'world']",0
268,"['citi', 'council', 'give', 'prioriti', 'resid', 'town', 'madrid', 'occupi', '800', 'chair', 'avail', 'music', 'appoint']",1
269,"['argentin', 'musician', 'grew', 'watch', 'spaghetti', 'western', 'evad', 'realiti', 'smoke', 'joint', 'present', 'anthil', 'disc', 'version', 'raphael', 'juli', 'church', 'alexandro', 'sanz']",1
270,"['interview', 'colleagu', 'froilan', 'friend', 'feder', 'victori']",0
271,"['jose', 'lui', 'garaña', 'de', 'lo', 'cobo', 'present', 'book', 'side', 'booth', 'reveal', 'b', 'side', 'fame', 'pain', 'childhood', 'long', 'intern', 'tour', 'music', 'save', 'life']",1
272,"['filmmak', 'present', 'photosaur', 'modifi', 'photo', 'pharaoh', 'film', 'documentari']",0
273,"['although', 'claim', 'grandfath', 'mythic', 'present', 'return', 'vital', 'ever', 'b', 'program', 'full', 'art', 'music', 'danc', 'move', 'plu']",1
274,"['five', 'grammi', 'award', '1977', '1981', 'releas', '1966', 'version', 'lonesom', 'could', 'cri', 'countri', 'singer', 'hank', 'william', 'song', 'hook', 'feel', '1968']",1
275,"['documentari', 'recov', 'figur', 'soprano', 'turolens', 'elvira', 'de', 'hidalgo', 'discov', 'form', 'advis', 'divin', 'diva', 'posit', 'conservatori', 'conservatori', 'scala', 'de', 'milan', 'citi', 'die', 'three', 'year', 'protégé']",1
276,"['work', 'recreat', '24', 'hour', 'last', 'memor', 'gestur', 'spanish', 'ran', 'without', 'think', 'help', 'victim', 'attack']",0
277,"['seventh', 'date', 'road', 'map', 'immun', 'alreadi', 'includ', 'collect', '40', '49', 'year', 'age', 'mani', 'commun', 'alreadi', 'decid', 'start', 'june']",0
278,"['pandem', 'mani', 'globetrott', 'fill', 'thirst', 'travel', 'adventur', 'helmet', 'podcast', 'help', 'choos', 'next', 'getaway']",1
279,"['last', 'wednesday', 'circl', 'fine', 'art', 'present', 'manifesto', 'demand', 'creation', 'great', 'public', 'center', 'dedic', 'photographi', 'abl', 'spread', 'protect', 'visual', 'heritag', 'stimul', 'creation', 'contribut', 'reviv', 'sector', 'creation', 'center']",0
280,"['reap', 'four', 'ear', 'precis', 'virtuou', 'send', 'hernandez', 'even', 'fault', 'serv', 'feast', 'paco', 'urin', 'also', 'add', 'trophi']",1
281,"['viktor', 'kossakovski', 'turn', 'documentari', 'life', 'gurney', 'cinemat', 'event', 'societi', 'cannot', 'base', 'act', 'death', 'say', 'director']",0
282,"['white', 'club', 'sign', 'five', 'season', 'austrian', 'defens', 'arriv', 'free', 'finish', 'contract', 'bayern', 'nigerian', 'father', 'princip', 'musician', 'philippin', 'mother', 'ex', 'miss', 'nurs', 'life', 'multicultur']",1
283,"['andalusian', 'musician', 'present', 'second', 'album', 'real', 'theater', 'light', 'bet', 'new', 'sound']",1
284,"['although', 'dynast', 'right', 'accord', 'articl', '10', 'monegasqu', 'law', 'jazmin', 'grace', 'grimaldi', '29', 'daughter', 'alberto', 'ii', 'de', 'monaco', '63', 'marriag', 'brief', 'california', 'romanc', 'former', 'tamara', 'rotolo', 'waitress', '59', 'princess', 'american', 'peopl']",0
285,"['felip', 'mother', 'saw', 'receiv', 'present', '2020', 'pandem', 'passag', 'asid', 'condit', 'public', 'life']",0
286,"['five', 'million', 'astrazeneca', 'vaccin', 'countri', '20', 'case', 'thrombi', 'first', 'dose', 'four', 'death']",0
287,"['price', 'difficult', 'resist', 'bluetooth', 'headphon', 'supermarket', 'chain', 'sinc', 'design', 'clearli', 'evok', 'airpod', 'appl']",1
288,"['boat', 'water', 'miami', 'six', 'friend', 'smile', 'camera', 'among', 'nicki', 'jam', 'lui', 'fondi', 'daddi', 'yanke', 'also', 'spanish', 'fran', 'rozzano', 'cadiz', '1995']",0
289,"['sale', 'icon', 'music', 'instrument', 'histori', 'despit', 'predict', 'expert', 'stop', 'grow', 'last', 'decad', 'multipli', 'exponenti', 'hardest', 'month', 'pandem']",1
290,"['beard', 'remain', 'fashion', 'shave', 'ritual', 'order', 'day', 'male', 'aesthet', 'center', 'renew', 'old', 'school', 'style', 'leav', 'way', 'vanguard', 'xxi', 'centuri']",0
291,"['good', 'air', '1968', 'influenti', 'manag', 'explos', 'urban', 'latin', 'pop', 'gener', 'live', 'carlo', 'maluma', 'releas', 'along', 'client', 'produc', 'wk', 'record']",1
292,"['prestigi', 'scientif', 'journal', 'support', 'public', 'result', 'studi', 'first', 'kind', 'carri', 'foundat', 'fight', 'aid', 'infecti', 'diseas', 'univers', 'hospit', 'german', 'tria', 'pujol', 'de', 'badalon']",0
293,"['14', 'year', 'outsid', 'camera', 'showman', 'return', 'hand', 'move', 'program', 'bso', '2nd', 'june']",1
294,"['32', 'year', 'old', 'actor', 'hit', 'car', 'ride', 'bike', 'street', 'middl', 'morn']",0
295,"['american', 'continu', 'make', 'histori', 'face', 'scant', 'weight', 'judg', 'risk', 'penal', 'say', 'lucia', 'guisado', 'spanish', 'coach']",0
296,"['nintendo', 'launch', 'game', 'switch', 'give', 'visual', 'lesson', 'encourag', 'creat', 'video', 'game']",0
297,"['technolog', 'home', 'fashion', 'beauti', 'sport', 'discov', 'best', 'offer', 'discount', 'half', 'price', 'find', 'today', 'amazon', 'best', 'brand', 'categori']",0
298,"['music', 'song', 'queen', 'renew', 'land', 'middl', 'octob', 'great', 'theater', 'princip', 'pio', 'madrid']",1
299,"['gonzalo', 'de', 'borbon', 'duke', 'aquitain', 'whose', 'death', 'celebr', '27', 'may', '21', 'year', 'one', 'icon', 'charact', 'role', 'cuch', 'countri', 'live', 'star', 'moment', 'begin', 'democraci', 'son', 'infant', 'jame', 'renounc', 'right', 'crown']",0
300,"['end', 'pandem', 'ana', 'torroja', 'take', 'speed', 'play', 'main', 'song', 'paradis', 'seri', 'set', 'cours', '90', 'move', 'premier', 'june', '4', 'prepar', 'summer', 'full', 'concert', '80', 'matter', 'neighborhood', 'vote', 'today', 'want']",1
301,"['town', 'council', 'madrid', 'summon', 'creator', 'spain', 'choos', 'expos', 'work', 'festiv', 'sub25', 'within', 'program', 'summer', 'villa']",1
302,"['name', 'borbon', 'success', 'knock', 'door', 'pablo', 'nicola', 'sebastian', 'saint', 'urdangarin', 'borbon', '20', 'second', 'son', 'iñaki', 'urdangarin', '53', 'infanta', 'christina', '55', 'enter', 'strongli', 'social', 'network', 'tiktok', 'two', 'video', 'publish', 'name']",0
303,"['singer', 'actor', 'miguel', 'bose', 'must', 'pay', 'tax', 'agenc', 'fine', '23', '000', 'euro', 'tax', 'settlement', '2010', '2011']",1
304,"['fiction', 'set', 'villag', 'coast', 'levant', '1992', 'fantast', 'element', 'mysteri']",0
305,"['technolog', 'home', 'fashion', 'beauti', 'sport', 'check', 'select', 'best', 'discount', 'find', 'amazon']",0
306,"['artist', 'want', 'star', 'mythic', 'hollywood', 'place', 'meet', 'requir', 'mani', 'decid']",1
307,"['william', 'shakespear', 'second', 'person', 'world', 'receiv', 'first', 'coronaviru', 'vaccin', 'die', '81', 'year', 'age']",0
308,"['cruriella', '75', '000', 'test', 'three', 'day', 'attende', 'enjoy', 'festiv', 'although', 'mask', 'price', 'test', '8', '5', 'euro', 'pack', 'three', '15', 'euro']",1
309,"['fandango', 'fuel', 'give', 'special', 'concert', 'june', '3', 'floweri', 'retreat', 'follow', 'stream', 'ticket', 'includ', 'pack', 'aperol', 'spritz', 'product']",1
310,"['well', 'known', 'argentin', 'artist', 'talk', 'loc', 'life', 'violetta', 'success', 'singer', 'friendship', 'alexandro', 'sanz']",1
311,"['see', 'docuseri', 'sever', 'star', 'confess', 'dealt', 'terribl', 'experi', 'experienc']",0
312,"['san', 'clement', 'de', 'llobregat', '1999', 'triumphant', 'triumphant', 'edit', 'oper', 'triumph', 'present', 'new', 'song', 'one', 'macho', 'violenc', 'video', 'clip', 'aitana', 'count', 'collabor', 'women', 'sara', 'coalero', 'cristina', 'pedroch', 'mala', 'rodriguez', 'lola']",1
313,"['festiv', 'plan', '16', '22', 'august', 'benicàssim', 'sign', '50', 'would', 'usual', 'bet', 'option', 'sanitari', 'measur', 'allow']",1
314,"['son', 'legionnair', 'save', 'cabin', 'born', 'capit', 'western', 'saharan', 'author', 'shock', 'imag', 'say', 'seen', 'come']",0
